Key,Value
"2. pen-, pen-ko-","mud.n.02, swamp.n.01, fen.n.01, swamp.n.02, mud.n.01, mud.v.02, swamp.v.01"
?*leu̯gʰ-{1},"lie.n.01, lie.n.03, lie.v.05, lie.v.02, lie.v.01, lie.v.06, lie.v.04"
ḱeub-,thorn.n.03
7. (s)ter-n-,thorn.n.03
?2.*dreh₂-{1},"do.n.02, do.v.08, do.v.13, do.v.11, do.v.03, do.v.04"
bʰog-,beck.n.01
*smei̯-{1},"smile.n.01, laugh.n.02, laugh.n.01, smile.v.01, laugh.v.01, smile.v.02"
?2.*g(ʷ)ʰes-{1},"laugh.n.02, laugh.n.01, laugh.v.01"
*reu̯dH-{1},"cry.n.04, cry.n.01, cry.n.02, scream.n.01, cry.n.05, cry.v.02, cry.v.07, cry.v.04, cry.v.06, cry.v.05, scream.v.03"
?*g/g̑ʰreh₁d-{1},"cry.n.04, cry.n.01, cry.n.02, cry.n.05, cry.v.02, cry.v.07, cry.v.04, cry.v.06, cry.v.05"
?*k/k̑leh₂u̯-{1},"cry.n.04, cry.n.01, cry.n.02, cry.n.05, cry.v.02, cry.v.07, cry.v.04, cry.v.06, cry.v.05"
bʰereg-,"cry.n.04, cry.n.01, cry.n.02, cry.n.05, roar.n.03, roar.v.06, cry.v.02, cry.v.07, cry.v.04, cry.v.06, roar.v.01, cry.v.05, roar.v.04"
bʰlos-q-,"cry.n.04, cry.n.01, cry.n.02, cry.n.05, roar.n.03, roar.v.06, cry.v.02, cry.v.07, cry.v.04, cry.v.06, roar.v.01, cry.v.05, roar.v.04"
2. gal-,"cry.n.04, cry.n.01, cry.n.02, cry.n.05, cry.v.02, cry.v.07, cry.v.04, cry.v.06, cry.v.05"
ǵā̆r-,"cry.n.04, cry.n.01, cry.n.02, cry.n.05, cry.v.02, cry.v.07, cry.v.04, cry.v.06, cry.v.05"
"gō̆u-, gou̯ə-, gū-","cry.n.04, cry.n.01, cry.n.02, cry.n.05, cry.v.02, cry.v.07, cry.v.04, cry.v.06, cry.v.05"
"6. kel-, k(<sub>e</sub>)lē-, k(<sub>e</sub>)lā-, or kl̥̄-?","cry.n.04, cry.n.01, cry.n.02, cry.n.05, cry.v.02, cry.v.07, cry.v.04, cry.v.06, cry.v.05"
u̯āb-,"cry.n.04, cry.n.01, cry.n.02, lament.n.01, cry.n.05, cry.v.02, cry.v.07, cry.v.04, cry.v.06, cry.v.05, lament.v.01"
"2. u̯ap-, ū̆p-","cry.n.04, cry.n.01, cry.n.02, cry.n.05, cry.v.02, cry.v.07, cry.v.04, cry.v.06, cry.v.05"
"3. rei-, rē(i)-","bellow.n.01, scream.n.01, bellow.v.02, scream.v.03"
?*k(ʷ)Rend-{1},"scream.n.01, neigh.n.01, neigh.v.01, scream.v.03"
?*u̯eh₂g/g̑ʰ-{1},"scream.n.01, scream.v.03"
"klēg-, klōg-, kləg-, klang-, kleg-, klōg-, kleig-, kleik-","scream.n.01, shout.v.01, shout.v.02, scream.v.03"
*sten-{1},"groan.n.01, groan.v.01"
"enq-, onq-","groan.n.01, groan.v.01"
1. (s)ten-,"groan.n.01, thunder.n.02, thunder.v.02, groan.v.01, thunder.v.04, thunder.v.01, thunder.v.03"
*bʰleh₁-,"howl.n.01, howl.n.03, howl.n.02, howl.v.01, howl.v.02"
bʰlē-,"howl.n.01, howl.n.03, howl.n.02, howl.v.01, howl.v.02"
"1. lā-, and lē-","howl.n.01, howl.n.03, howl.n.02, howl.v.01, howl.v.02"
"3. lēu-, or lāu-","howl.n.01, howl.n.03, howl.n.02, howl.v.01, howl.v.02"
"(s)p(ʰ)i̯ēu- : (s)pi̯ū-, (s)pīu̯-","sputter.n.02, spew.v.02, sputter.v.02, sputter.v.04, sputter.v.01"
gelebʰ-,"scrape.n.03, scrape.n.01, scrape.v.01, scrape.v.05, scrape.v.02, scrape.v.04"
"2. ken-, kenə-, keni-, kenu-","scrape.n.03, scrape.n.01, scrape.v.01, scrape.v.05, scrape.v.02, scrape.v.04"
*negʷ-{1},"dawn.n.02, dawn.n.01, dawn.n.03, dawn.v.03, dawn.v.02"
"ā̆ǵʰer-, ā̆ǵʰen-, ā̆ǵʰes-, or ō̆ǵʰer etc.","dawn.n.02, day.n.09, day.n.02, day.n.05, day.n.01, day.n.03, day.n.04, dawn.n.01, day.n.07, day.n.06, dawn.n.03, dawn.v.03, dawn.v.02"
*(s)ku̯eh₁t-,"jolt.n.01, shake.v.02, shake.v.05, shake.v.08, shake.v.09, jolt.v.02, jolt.v.01, shake.v.01, shake.v.07"
bʰelǵʰ-,"billow.n.01, bulge.n.01, bulge.v.04, bulge.v.01, billow.v.03, billow.v.01, billow.v.02, bulge.v.02"
1. ereu-,"seek.n.01, seek.v.05, seek.v.04, seek.v.01"
*u̯en-,"win.n.01, overwhelm.v.02, win.v.01, overwhelm.v.01"
2. kreu-,"collapse.n.02, collapse.n.01, collapse.v.07, collapse.v.01, collapse.v.05, collapse.v.03"
?*keh₁u̯-,"wobble.n.01, wobble.v.01"
"bʰlē̆d-, bʰl̥d-","chatter.n.03, chatter.n.02, chatter.v.04, chatter.v.05, chatter.v.02, chatter.v.01"
*kseu̯-{1},"grinding.n.02, grinding.n.01, scraping.n.01, grinding.n.03"
"3. dʰer-, dʰereu-, dʰrē̆n-","growl.n.01, purr.n.01, purr.v.02"
"1. (s)ner-, (s)nur-",growl.n.01
2. su̯er-,"hiss.n.01, hiss.v.01, hiss.v.03, hiss.v.02"
*bʰrem-{1},"hum.n.03, roar.n.03, roar.v.06, roar.v.01, hum.v.01, hum.v.04, roar.v.04, hum.v.03, hum.v.02"
1. mū̆-,"hum.n.03, hum.v.01, hum.v.04, hum.v.03, hum.v.02"
*gʰrem-,"roar.n.03, rage.n.04, rage.n.02, rage.n.03, roar.v.06, roar.v.01, rage.v.03, roar.v.04, rage.v.02"
pī̆p(p)-,squeak.n.01
*(s)tenh₂-{1},"thunder.n.02, thunder.v.02, thunder.v.04, thunder.v.01, thunder.v.03"
2. gʰrem-,"thunder.n.02, thunder.v.02, thunder.v.04, thunder.v.01, thunder.v.03"
1. peis-? : pis-,"trample.n.01, trample.v.02"
"trem-, trems-","trample.n.01, trample.v.02"
"plēḱ-, pləḱ-, and plēiḱ-, plīḱ-","rip.n.03, peel.n.02, rip.n.02, rip.v.04, rip.v.03, rip.v.02"
rendʰ-,"rip.n.03, rip.n.02, rip.v.04, rip.v.03, rip.v.02"
1.*bʰleu̯H-{1},"overflow.n.02, overflow.v.01"
sp(ʰ)reig-,"overflow.n.02, overflow.v.01, abound.v.01, abound.v.02"
*sk̑eH(i̯)-{1},"shimmer.n.01, shine.v.05, shimmer.v.02, shine.v.04, shine.v.07, shimmer.v.01, shine.v.02"
"3. ǵʰer-, and ǵʰerə-, ǵʰrē-","shimmer.n.01, shine.v.05, shimmer.v.02, shine.v.04, shine.v.07, shimmer.v.01, shine.v.02"
2. mer-,"shimmer.n.01, shimmer.v.02, shimmer.v.01"
"2. tu̯ei-, extended tu̯ei-s-","shimmer.n.01, excite.v.08, excite.v.07, excite.v.01, shimmer.v.02, shimmer.v.01"
2. meldʰ-,"lightning.n.02, lightning.n.01"
1. mezg-,"plunge.n.02, plunge.v.04, plunge.v.05, immerse.v.01, immerse.v.03, plunge.v.03, plunge.v.06"
skendʰ-,"plunge.n.02, plunge.v.04, plunge.v.05, plunge.v.03, plunge.v.06"
"bal-, balbal-","whirl.n.01, whirl.n.02, shake.v.02, shake.v.05, shake.v.08, shake.v.09, shake.v.01, whirl.v.05, whirl.v.02, shake.v.07"
2.*teh₂-{1},"thaw.n.03, thaw.n.02, thaw.n.01, melt.v.06, melt.v.04, melt.v.01"
?*dʰreb-{1},"meet.n.01, bump.n.01, meet.v.10, meet.v.04, bump.v.01, bump.v.03, meet.v.09, meet.v.07, meet.v.02, meet.v.06, meet.v.08, meet.v.05, meet.v.11"
?*reh₁t-{1},"meet.n.01, find.v.05, meet.v.10, meet.v.04, find.v.15, meet.v.09, find.v.13, find.v.10, find.v.01, find.v.03, meet.v.07, meet.v.02, meet.v.06, meet.v.08, meet.v.05, meet.v.11"
bʰoudʰi-,victory.n.01
2.*u̯ei̯k-{1},"defeat.n.01, overcome.v.02, overbear.v.01"
?1.*k̑eu̯k-{1},"glow.n.04, glow.n.05, glow.v.05, glow.v.04, glow.v.01, glow.v.02"
"pē(i)-, pī-","shame.n.01, scold.n.01, shame.n.02, shame.v.04, shame.v.03, shame.v.02"
"mei-ḱ-, and mei-ǵ-?","stir.n.02, mash.n.02, stir.n.01, mash.n.01, stir.v.08, stir.v.02, stir.v.01"
agʰ-,"fear.n.01, fear.n.03, fear.v.02, fear.v.04, fear.v.03, fear.v.01"
?*tu̯ei̯-{1},"scare.n.02, intimidate.v.01, intimidate.v.02"
kois-,"worry.n.02, worry.v.06, worry.v.05, worry.v.03, worry.v.02, worry.v.01"
ḱād- : ḱədes- : ḱəd-s-,"displeasure.n.01, hate.n.01, hate.v.01"
?*du̯ei̯s-,"hate.n.01, hate.v.01, antagonize.v.01, antagonize.v.02"
pap(p)a,"meal.n.03, meal.n.01, meal.n.02"
"2b. pel-, pel-en-, pel-t-, pel-u̯-","flour.n.01, dust.n.01, dust.n.03, flour.v.02, dust.v.01, dust.v.02, flour.v.01, dust.v.03"
"2. ei-s-, ei-n-","ice.n.05, ice.n.02, ice.n.03, frost.n.03, ice.n.01, frost.n.01, frost.v.04, ice.v.03, ice.v.02, frost.v.03, frost.v.02, frost.v.01"
i̯eg-,"ice.n.05, ice.n.02, ice.n.03, ice.n.01, icicle.n.01, ice.v.03, ice.v.02"
ers- : orsos,rump.n.02
"nōt-, nət-",rump.n.02
prōḱto- : prəḱto-,rump.n.02
*tetk̑-{1},"produce.n.01, produce.v.02, generate.v.01, generate.v.03, effect.v.01, produce.v.01, produce.v.03, produce.v.04, produce.v.06"
?*dʰeh₁k-{1},"produce.n.01, make.v.19, make.v.49, make.v.48, make.v.02, make.v.27, make.v.47, make.v.18, make.v.46, make.v.45, make.v.44, make.v.43, make.v.42, make.v.41, make.v.03, produce.v.02, effect.v.01, make.v.08, make.v.15, produce.v.01, produce.v.03, make.v.38, make.v.16, make.v.37, make.v.36, make.v.35, produce.v.04, produce.v.06, make.v.01, make.v.24, make.v.25, make.v.34, make.v.33, make.v.14, make.v.32, make.v.31, make.v.30"
"1. ǵen-, ǵenə-, ǵnē-, ǵnō-","produce.n.01, produce.v.02, generate.v.01, generate.v.03, effect.v.01, produce.v.01, produce.v.03, produce.v.04, produce.v.06"
1. tek-,"produce.n.01, produce.v.02, effect.v.01, produce.v.01, produce.v.03, produce.v.04, produce.v.06"
"eregʷ(ʰ)o-, erogʷ(ʰ)o-","legume.n.03, pea.n.01, legume.n.01, legume.n.02, pea.n.03, pea.n.02"
*g̑ei̯H-{1},"sprout.n.02, sprout.n.01, sprout.v.02, germinate.v.03"
1.*u̯ei̯s-{1},"sprout.n.02, sprout.n.01, sprout.v.02, thrive.v.02"
?*h₂endʰ-{1},"sprout.n.02, sprout.n.01, bloom.n.04, bloom.n.03, sprout.v.02, bloom.v.01"
"bʰreu-, bʰreu-d-","sprout.n.02, sprout.n.01, sprout.v.02"
1. bʰreu-s-,"sprout.n.02, sprout.n.01, sprout.v.02"
ozgʰo-,"sprout.n.02, bud.n.01, sprout.n.01, bud.n.02, sprout.v.02, twig.v.01, bud.v.02, bud.v.01"
1. u̯eis-,"sprout.n.02, sprout.n.01, sprout.v.02"
pr̥so-,"onion.n.03, leek.n.02, garlic.n.02, onion.n.02, onion.n.01, leek.n.01, garlic.n.01"
bʰabʰā,"bean.n.01, bean.n.03, bean.n.02, bean.v.01"
ḱiḱer-,"pea.n.01, pea.n.03, pea.n.02"
"rāp-, rēp-","turnip.n.02, turnip.n.01"
"leup-, and leub-, leubʰ-",peel.n.02
"ā̆bel-, ā̆bō̆l-, ab<sub>e</sub>l-","apple.n.01, apple.n.02"
"ōg-, əg-","berry.n.01, berry.n.02, berry.v.01"
moro-,"blackberry.n.01, mulberry.n.02, mulberry.n.01, blackberry.n.02, blackberry.v.01"
4. ker-,"cherry.n.03, cherry.n.02, cherry.n.01"
*k̑erh₃-,"feed.n.01, feed.v.04, feed.v.02, feed.v.06, feed.v.07, feed.v.03, feed.v.01, feed.v.10, satisfy.v.02, feed.v.05, satisfy.v.01"
*pen-{1},"feed.n.01, feed.v.04, feed.v.02, feed.v.06, feed.v.07, feed.v.03, feed.v.01, feed.v.10, nourish.v.01, feed.v.05"
albʰi-,"barley.n.01, barley.n.02"
bʰares-,"barley.n.01, barley.n.02"
"ǵʰerzd(ʰ), genitive ǵʰr̥zd(ʰ)-es, ǵʰerzdā","barley.n.01, barley.n.02"
u̯adʰ-,"pledge.n.03, pledge.n.02, pledge.n.01, pledge.v.01, pledge.v.05, pledge.v.04, pledge.v.02"
"alu-, alu-d-, alu-t-",beer.n.01
u̯rugʰi̯o-,"rye.n.03, rye.n.02, rye.n.01"
"2. peis-, speis-",fizz.n.01
ab-,"water.n.06, river.n.01, water.n.01, water.n.03, water.v.03, water.v.01, water.v.04, water.v.02"
"akʷā-, more accurately əkʷā, ēkʷ-","water.n.06, river.n.01, water.n.01, water.n.03, water.v.03, water.v.01, water.v.04, water.v.02"
2. ā̆p-,"water.n.06, river.n.01, water.n.01, water.n.03, water.v.03, water.v.01, water.v.04, water.v.02"
1. *u̯ep- : u̯ō̆p- : up-,"water.n.06, water.n.01, water.n.03, water.v.03, water.v.01, water.v.04, water.v.02"
"(s)keup-, skeub(ʰ)-","bunch.n.03, bunch.n.01, flock.n.02, flock.n.05, flock.n.01, bunch.v.02, flock.v.01"
3. kʷel-,"herd.n.01, herd.n.02, swarm.n.02, crowd.n.01, crowd.n.02, crowd.v.03, herd.v.02, herd.v.01, crowd.v.02, herd.v.03"
2. u̯ebʰ-,"swarm.n.02, wander.v.03"
"ǵegʰ-, ǵogʰ-","branch.n.01, branch.n.05, branch.n.02, branch.n.03, branch.v.02"
2. gol-,"branch.n.01, branch.n.05, branch.n.02, bough.n.01, branch.n.03, branch.v.02, twig.v.01"
2. ḱā̆k-,"branch.n.01, branch.n.05, branch.n.02, branch.n.03, branch.v.02"
1. lēǵ(ʰ)- : ləǵ(ʰ)-,"branch.n.01, branch.n.05, branch.n.02, branch.n.03, branch.v.02, twig.v.01"
ozdo-s,"branch.n.01, branch.n.05, branch.n.02, branch.n.03, branch.v.02"
bʰaru-,"forest.n.01, forest.n.02"
kaito-,"forest.n.01, forest.n.02"
1. ser-,"stream.n.02, stream.n.01, stream.n.04, stream.v.02, stream.v.05, stream.v.01"
3. lendʰ-,"heath.n.02, steppe.n.01, heath.n.01"
"5. ǵʰer-, ǵʰor-nā",bowels.n.01
bʰren-,"brink.n.02, brink.n.01"
"dem-, demə-",domicile.n.01
"4. er-, er-t-, er-u̯-","earth.n.04, earth.n.01, earth.n.02, earth.n.05, earth.v.02, earth.v.01"
*h₁eu̯-{1},"see.n.01, see.v.10, see.v.05, see.v.18, see.v.23, see.v.15, see.v.22, see.v.01, see.v.17, descry.v.01, see.v.19, see.v.11, see.v.12"
*kʷek̑-{1},"see.n.01, see.v.10, see.v.05, see.v.18, see.v.23, see.v.15, see.v.22, see.v.01, see.v.17, descry.v.01, see.v.19, see.v.11, see.v.12"
3.*u̯el-{1},"see.n.01, perceive.v.02, see.v.10, see.v.05, see.v.18, see.v.23, see.v.15, see.v.22, perceive.v.01, see.v.01, see.v.17, see.v.19, see.v.11, see.v.12"
?*leu̯t-{1},"see.n.01, see.v.10, see.v.05, see.v.18, see.v.23, see.v.15, see.v.22, see.v.01, see.v.17, see.v.19, see.v.11, see.v.12"
?*peHs-{1},"see.n.01, see.v.10, see.v.05, see.v.18, see.v.23, see.v.15, see.v.22, see.v.01, see.v.17, see.v.19, see.v.11, see.v.12"
?*bʰergʰ-{1},"preserve.n.02, preserve.n.01, preserve.v.04, preserve.v.06"
1. pō(i)- : pəi-? : pī-,pasture.n.01
*i̯es-,"foam.n.01, boil.n.01, foam.n.02, boil.v.02, boil.v.03, boil.v.01, foam.v.01"
*ku̯ath₂-,"foam.n.01, foam.n.02, foam.v.01"
?*preu̯th₂-{1},"foam.n.01, foam.n.02, snort.v.02, foam.v.01, snort.v.01"
selos-,"lake.n.01, sea.n.01, swamp.n.01, sea.n.03, swamp.n.02, lake.n.03, lake.n.02, swamp.v.01"
"3. gʷer-, gʷor-",mountain.n.01
1. ank-,"necessity.n.02, necessity.n.01"
(s)p(ʰ)elg-,"splinter.n.01, splinter.v.03"
2. stē̆r-,"star.n.01, star.n.03, star.n.04, star.n.05, star.v.03, star.v.02, star.v.01"
"sā́u̯el-, sāu̯ol-, suu̯él-, su̯el-, sūl-","sun.n.01, sun.n.04, sun.n.03, sun.v.01, sun.v.02"
lāmā,"swamp.n.01, swamp.n.02, puddle.n.01, puddle.v.07, puddle.v.05, puddle.v.04, puddle.v.03, puddle.v.02, puddle.v.01, swamp.v.01"
"1. dei-, dei̯ə-, dī-, di̯ā-",deity.n.01
"am(m)a, amī̆",mama.n.02
ēpi-,"companion.n.03, companion.n.01, companion.n.02, comrade.n.02"
bʰrā́ter-,"brother.n.01, brother.n.05, brother.n.02, brother.n.04"
"dāiu̯ēr, genitive daiu̯rés",brother-in-law.n.01
si̯ē[u]-ro- : si̯ə-ur(i̯o)-,brother-in-law.n.01
"su̯e-lo-, su̯elii̯o(n)-",brother-in-law.n.01
parīkā,concubine.n.01
dʰug(ʰ)əter-,daughter.n.01
snusós,daughter-in-law.n.01
"pətḗ(r), genitive pətr-és","father.n.01, father.n.03, father.n.05"
bʰlagʰ-men-,"flamen.n.01, priest.n.01, priest.n.02"
gʰosti-s,"guest.n.01, guest.n.03, stranger.n.01, stranger.n.02"
3. mā,ma.n.01
1. lek-? : lok-,scold.n.01
su̯esor-,"sister.n.03, sister.n.02, sister.n.01"
ǵ(<sub>e</sub>)lōu̯-,sister-in-law.n.01
"bʰrēi-, bʰrī̆-","pierce.n.01, pierce.v.05, pierce.v.04, pierce.v.01, pierce.v.02, pierce.v.03"
1. eres-,"pierce.n.01, pierce.v.05, pierce.v.04, pierce.v.01, pierce.v.02, pierce.v.03"
"tā-, tə-, tāi-, təi-, tī̆-; [tāu-], təu-, tū̆-","decay.n.03, decay.n.02, decay.n.01, decay.n.05, decay.n.04, decay.v.02, melt.v.06, melt.v.04, melt.v.01, decay.v.03, dissipate.v.04"
2. sneudʰ-,"fog.n.01, mist.n.01, fog.n.02, mist.v.01, mist.v.03"
2. ḱī̆k-,"drizzle.n.01, drizzle.v.02, drizzle.v.01"
meregʰ-,"drizzle.n.01, moisten.v.01, drizzle.v.02, drizzle.v.01"
sresk-,"drizzle.n.01, drizzle.v.02, drizzle.v.01"
stag-,"drizzle.n.01, drizzle.v.02, trickle.v.01, drizzle.v.01"
"andʰ-, anedʰ-","anther.n.01, bloom.n.04, bloom.n.03, bloom.v.01"
bʰeld-,"poke.n.01, poke.v.05, poke.v.03"
mā̆k(en)-,poppy.n.01
"3. gʷel-, gʷ<sub>e</sub>l-, gʷlā-",acorn.n.01
2. aig-,"oak.n.02, oak.n.01"
perkʷu-s,"oak.n.02, oak.n.01"
u̯er-(<sub>e</sub>)nā,"alder.n.02, alder.n.01, poplar.n.02, poplar.n.01"
2. bʰel-,henbane.n.01
bis-(t)li-,"gall.n.03, gall.n.02, gall.v.02"
ort-,vine.n.01
"nogʷo-, or nagʷo-","tree.n.01, tree.n.02, tree.v.04, tree.v.03, tree.v.02"
*g̑eu̯s-,"cost.n.01, cost.v.02, cost.v.01"
*deh₂(i̯)-{0},"share.n.01, share.n.02, share.v.05, share.v.04, share.v.02, share.v.01"
reugʰ-m(e)n-,"ream.n.02, ream.n.01, ream.v.03, ream.v.02, ream.v.01"
"dā : də-, and dāi- : dəi-, dī̆-","divide.n.01, divide.v.02, divide.v.01"
"3. del-, dol-, delə-","divide.n.01, divide.v.02, divide.v.01"
2.*drem-{1},"sleep.n.01, sleep.n.02, sleep.n.03, kip.n.01, sleep.v.01, sleep.v.02"
?*dreh₁-{1},"sleep.n.01, sleep.n.02, sleep.n.03, kip.n.01, sleep.v.01, sleep.v.02"
elkos-,"boil.n.01, abscess.n.01, boil.v.02, boil.v.03, boil.v.01"
"gʰendʰ-, gʰ<sub>o</sub>ndʰ-","boil.n.01, abscess.n.01, boil.v.02, boil.v.03, boil.v.01"
kā̆u(ə)lā : kūlā,"boil.n.01, abscess.n.01, swelling.n.01, boil.v.02, boil.v.03, boil.v.01"
"4. seu-, seu-t-","boil.n.01, boil.v.02, boil.v.03, boil.v.01"
"engʷ-, n̥gʷḗn","bump.n.01, swelling.n.01, bump.v.01, bump.v.03"
*(s)tei̯g-{1},"sting.n.03, sting.n.01, sting.v.02, sting.v.05"
1.*gʷelH-{1},"sting.n.03, sting.n.01, sting.v.02, sting.v.05, torment.v.01, torment.v.02"
*pster-{1},"sneeze.n.01, sneeze.v.01"
gu̯et-,swelling.n.01
*kʷeh₂s-{1},"cough.n.01, cough.v.01"
1. reǵ-,"reign.n.03, reign.n.02, reign.n.01, reign.v.01"
?*sterh₁-{1},lack.n.01
(s)p(ʰ)eu-d-,hurry.n.01
"ǵʰal-, ǵʰal-ar-","flaw.n.03, flaw.n.02, flaw.v.01"
"āmer-, āmōr, āmr̥","day.n.09, day.n.02, day.n.05, day.n.01, day.n.03, day.n.04, day.n.07, day.n.06"
2.*bʰeh₂-{1},"say.n.01, say.v.07, say.v.10, speak.v.03, say.v.08, say.v.09, speak.v.05"
2. sekʷ-,"say.n.01, say.v.07, say.v.10, speak.v.03, say.v.08, say.v.09, speak.v.05"
1. lendʰ-,wetness.n.01
ǵeis-,"gravel.n.01, gravel.v.02"
ḱorkā,"gravel.n.01, grit.n.01, grit.v.02, grit.v.01, gravel.v.02"
kol(ē̆)i̯-,"glue.n.01, glue.v.02, glue.v.01"
letro-,"leather.n.01, leather.v.01"
"ong-, better ang-","coal.n.01, coal.v.03, coal.v.02"
"2. pēs-, nasalized pēns-","dust.n.01, dust.n.03, sand.n.01, dust.v.01, dust.v.02, dust.v.03"
1. gʷet-,resin.n.01
kār-,"wax.n.01, wax.v.02, wax.v.03, wax.v.01"
u̯okso-,"wax.n.01, wax.v.02, wax.v.03, wax.v.01"
"es-en-, os-en-","summer.n.02, summer.n.01, summer.v.01"
3. sem-,"summer.n.02, summer.n.01, summer.v.01"
"nekʷ-(t-), nokʷ-t-s","night.n.04, night.n.01, night.n.07, night.n.03, night.n.02, night.n.06"
"ā̆ier-, ā̆ien-",morning.n.01
2. en-,"year.n.03, year.n.01, year.n.02"
u̯et-,"year.n.03, year.n.01, year.n.02"
at-,annum.n.01
*lei̯h₂-,"cease.n.01, dwindle.v.01"
*h₂enh₁-{1},"breathe.v.01, breathe.v.08, breathe.v.06, breathe.v.05, breathe.v.03, breathe.v.02, breathe.v.04"
2. bʰes-,"breathe.v.01, breathe.v.08, breathe.v.06, breathe.v.05, breathe.v.03, breathe.v.02, breathe.v.04"
pneu-,"breathe.v.01, breathe.v.08, breathe.v.06, breathe.v.05, breathe.v.03, breathe.v.02, breathe.v.04"
*dʰeu̯H-,"shake.v.02, shake.v.05, shake.v.08, shake.v.09, shake.v.01, shake.v.07"
?*i̯eu̯t-{1},"awaken.v.01, perceive.v.02, awaken.v.03, perceive.v.01"
"4. ger-, grēi-","awaken.v.01, awaken.v.03"
1.*peu̯H-,"cleanse.v.01, purify.v.01, purify.v.02, purify.v.03, cleanse.v.02"
*dʰebʰ-{1},"reduce.v.20, reduce.v.11, reduce.v.18, reduce.v.06, reduce.v.09, reduce.v.02, reduce.v.01, reduce.v.15, reduce.v.14, reduce.v.13, reduce.v.05, reduce.v.04, reduce.v.08, reduce.v.03"
*h₂ens-{1},farrow.v.01
*tek̑-{1},farrow.v.01
?*h₁elk-{1},"suffer.v.06, suffer.v.02, suffer.v.08, suffer.v.05, suffer.v.11, suffer.v.03, suffer.v.01, suffer.v.10, suffer.v.09"
2. su̯el-,"swelter.v.02, swelter.v.01, smolder.v.01, smolder.v.02"
"dāu-, dəu-, dū̆-","injure.v.01, torment.v.01, torment.v.02"
"dʰebʰ-, dʰebʰ-eu-",injure.v.01
gʷedʰ-,injure.v.01
reḱþʰ-,injure.v.01
meiǵʰ-,urinate.v.01
8. (s)ter-,"dung.v.02, dung.v.01"
*h₁eu̯H-{1},"help.v.02, help.v.08, promote.v.05, promote.v.04, promote.v.02, help.v.01, promote.v.01, help.v.06, help.v.03"
*h₂reh₁g/g̑-{1},"help.v.02, help.v.08, help.v.01, help.v.06, help.v.03"
"7. au̯-, au̯ē-, au̯ēi-","help.v.02, help.v.08, help.v.01, help.v.06, help.v.03"
?*bʰen-{1},sicken.v.02
*bʰu̯eh₂-{1},"grow.v.08, become.v.01, grow.v.02, grow.v.03, grow.v.04, grow.v.10, arise.v.04, grow.v.07, arise.v.03, become.v.03, arise.v.02, become.v.02, become.v.04"
?*sesT-{1},"grow.v.08, grow.v.02, grow.v.03, grow.v.04, grow.v.10, grow.v.07, thrive.v.02"
kā̆d-,harm.v.01
1.*tek-,"receive.v.08, receive.v.02, receive.v.13, receive.v.06, receive.v.12, receive.v.05, receive.v.01, receive.v.10, come_to.v.03"
1. sekʷ-,"follow.v.07, follow.v.23, follow.v.04, follow.v.01, follow.v.19, follow.v.18, follow.v.03, follow.v.06, follow.v.08, follow.v.10"
*(s)kerb-{1},"shrink.v.05, shrink.v.04, shrink.v.03"
?*(s)krengʷ-,"shrink.v.05, shrink.v.04, shrink.v.03"
*rei̯g̑-{1},"extend.v.17, extend.v.15, extend.v.09, extend.v.13, extend.v.04, extend.v.06"
*meu̯sH-,"deprive.v.03, pull.v.17"
?*u̯reh₂-{1},"deprive.v.03, pull.v.17"
*u̯lei̯kʷ-{1},moisten.v.01
"pā̆ḱ-, and pā̆ǵ-","strengthen.v.02, strengthen.v.01"
*gʷeh₂bʰ-{1},"depress.v.05, depress.v.01, depress.v.02"
1.*demh₂-{1},"build.v.10, build.v.04, build.v.08, build.v.03, build.v.07, build.v.06, build.v.05"
2. al-,"enhance.v.02, nourish.v.01"
?*gʰedʰ-{1},"unite.v.06, unite.v.01, unite.v.05, unite.v.03"
1.*pekʷ-,"ripen.v.02, ripen.v.01"
"6. mer-, mer-s-","disturb.v.05, disturb.v.01, bother.v.06, bother.v.05, bother.v.04"
?*peu̯t-{1},"inflate.v.02, inflate.v.01, inflate.v.04, inflate.v.03"
?*su̯ei̯H-{1},dwindle.v.01
su̯ī-,dwindle.v.01
"2. stel-, stelə-","broaden.v.04, broaden.v.01"
bʰrugʰ-no-,twig.v.01
*(s)kedh₂-,"shatter.v.01, shatter.v.03, shatter.v.02, disperse.v.05, disperse.v.04, disperse.v.02"
"(s)k(ʰ)ed-, (s)k(ʰ)e-n-d-","shatter.v.01, shatter.v.03, shatter.v.02"
?*redʰ-{1},"arise.v.04, appear.v.02, appear.v.05, appear.v.03, appear.v.06, arise.v.03, appear.v.04, appear.v.07, arise.v.02"
1. op-,"operate.v.05, operate.v.03, establish.v.05, perform.v.01, perform.v.03, perform.v.02, operate.v.01"
"seǵʰ-, seǵʰi-, seǵʰu-",persevere.v.01
*sleh₁g/g̑-{1},"dissolve.v.03, break.v.23"
dʰau-,"strangle.v.03, strangle.v.01"
2. greus-,"smolder.v.01, smolder.v.02"
*ksneu̯-{1},"sharpen.v.03, sharpen.v.02, sharpen.v.08, sharpen.v.07, sharpen.v.06, sharpen.v.01, sharpen.v.05"
*k̑eh₃(i̯)-{1},"sharpen.v.03, sharpen.v.02, sharpen.v.08, sharpen.v.07, sharpen.v.06, sharpen.v.01, sharpen.v.05"
