root,meaning
1. tu̯ē̆i-,to hack
1. tu̯ē̆i-,hew
1. tu̯ē̆i-,cut down
1. tu̯ē̆i-,hit sharply
"2. tu̯ei-, extended tu̯ei-s-",to shake
"2. tu̯ei-, extended tu̯ei-s-",excite
"2. tu̯ei-, extended tu̯ei-s-",move back and forth
"2. tu̯ei-, extended tu̯ei-s-",shimmer
tu̯enǵʰ-,to twinge
tu̯enǵʰ-,oppress
tu̯enǵʰ-,constrain
tu̯enǵʰ-,close in
"1. tu̯er- : tur-, and tu̯r̥-",to twirl
"1. tu̯er- : tur-, and tu̯r̥-",turn
"2. tu̯er- : tur-, tu̯erə-",to grab
"2. tu̯er- : tur-, tu̯erə-",hold
tu̯erḱ-,to cut
tu̯ī̆bʰ-,hollow
tu̯ō[u]- : tu̯əu- : tū-l-,pipe
tu̯ō[u]- : tu̯əu- : tū-l-,tube
1. u-,(onomatopoeic: owl's hoot
1. u-,etc.)
ub-,to drag
ub-,press down
ū̆d-,out
ū̆d-,away
ū̆d-,up(wards)
"udero-, u̯ēdero-",belly
"udero-, u̯ēdero-",uterus
ul-,(onomatopoeic: to howl
ul-,ululate)
"upér, upéri",over
"upér, upéri",above
"upo, up, eup, (e)up-s-",under
"upo, up, eup, (e)up-s-",(from) below
"upo, up, eup, (e)up-s-",etc.
"1. u̯ā-, u̯ō-, u̯ə-",to hit
"1. u̯ā-, u̯ō-, u̯ə-",wound
u̯en-,to hit
u̯en-,wound
2. u̯ā-,(to pull) apart
u̯āb-,to call
u̯āb-,cry
u̯āb-,weep
u̯āb-,lament
u̯adʰ-,pledge
"u̯ādʰ-, u̯ədʰ-",to go
"u̯ādʰ-, u̯ədʰ-",wade
"u̯ādʰ-, u̯ədʰ-",stride
"u̯ādʰ-, u̯ədʰ-",march
1. u̯ā̆g-,sheath
1. u̯ā̆g-,cover
1. u̯ā̆g-,hollow lid
2. u̯ā̆g-,to cry
2. u̯ā̆g-,shriek
"u̯ā̆gʰ-, suā̆gʰ-",to cry
"u̯ā̆gʰ-, suā̆gʰ-",shriek
"u̯ā̆gʰ-, suā̆gʰ-",sough
u̯ai,woe; wolf
"u̯ā̆i-, u̯ī-",weak
"u̯ā̆i-, u̯ī-",miserable
u̯ā̆kā,cow
"u̯al-, u̯al-d(ʰ)-",to prevail
"u̯al-, u̯al-d(ʰ)-",be strong
u̯anḱ-,beam
1. u̯ap-,to chatter
"2. u̯ap-, ū̆p-",to call
"2. u̯ap-, ū̆p-",cry
"1. u̯āt-, better u̯ōt-",wood
"1. u̯āt-, better u̯ōt-",vatic
"1. u̯āt-, better u̯ōt-",mentally animated
2. u̯ā̆t-,to bend
2. u̯ā̆t-,curve
"u̯azdʰ-, better u̯ozdʰ-",long
"u̯azdʰ-, better u̯ozdʰ-",wide
"1. u̯ē̆-, u̯ei-",we two (dual)
"1. u̯ē̆-, u̯ei-",we (plural)
"3. u̯ē-, u̯ə-",to blow
1. u̯ebʰ-,to plait
1. u̯ebʰ-,weave
1. u̯ebʰ-,waver
1. u̯ebʰ-,move back and forth
2. u̯ebʰ-,to roam
2. u̯ebʰ-,swarm
2. u̯ebʰ-,wander
1. u̯edʰ-,to hit
1. u̯edʰ-,push
"2. u̯edʰ-, before nasals u̯ed-",to lead
3. u̯edʰ-,to tie
3. u̯edʰ-,bind
3. u̯edʰ-,attach
u̯eg-,to bind
u̯eg-,weave
u̯eǵ-,fresh
u̯eǵ-,strong
"u̯egʷ- : ū̆gʷ-, ukʷs-",damp
"u̯egʷ- : ū̆gʷ-, ukʷs-",moist; to wet
"u̯egʷ- : ū̆gʷ-, ukʷs-",sprinkle
"u̯egʷ- : ū̆gʷ-, ukʷs-",irrigate; ox
u̯eǵʰ-,to move
u̯eǵʰ-,drive
u̯eǵʰ-,carry
u̯eǵʰ-,convey
u̯əg- : u̯āg-,bent
u̯əg- : u̯āg-,curved
"1. u̯ei-, u̯ei̯ə- : u̯ī̆-",to bend
"1. u̯ei-, u̯ei̯ə- : u̯ī̆-",turn
"1. u̯ei-, u̯ei̯ə- : u̯ī̆-",wind
"2. u̯ei-, u̯ei̯ə- : u̯ī̆-",to wizen
"2. u̯ei-, u̯ei̯ə- : u̯ī̆-",wither
"3. u̯ei-, u̯eiə- : u̯ī-",to wish
"3. u̯ei-, u̯eiə- : u̯ī-",pursue
"3. u̯ei-, u̯eiə- : u̯ī-",go for
"3. u̯ei-, u̯eiə- : u̯ī-",reach towards; strong
"3. u̯ei-, u̯eiə- : u̯ī-",violent
1. u̯eid-,to bend
1. u̯eid-,turn
2. u̯(e)id-,to vide
2. u̯(e)id-,see
2. u̯(e)id-,wit
2. u̯(e)id-,know
"u̯eidʰ-, u̯idʰ-",to divide
"u̯eidʰ-, u̯idʰ-",separate; widow
1. u̯eik-,to choose
1. u̯eik-,filter
1. u̯eik-,sort out
2. u̯eik-,force
2. u̯eik-,energy (in battle
2. u̯eik-,victory
2. u̯eik-,etc.)
3. u̯eik-,to happen
3. u̯eik-,become equal
3. u̯eik-,come together
"4. u̯eik-, u̯eig-, extended form of u̯ei-",to bend
"4. u̯eik-, u̯eig-, extended form of u̯ei-",curve; exchange
"4. u̯eik-, u̯eig-, extended form of u̯ei-",pass around
"u̯eiḱ-, u̯iḱ-, u̯oiḱo-",house
"u̯eiḱ-, u̯iḱ-, u̯oiḱo-",village
"u̯eiḱ-, u̯iḱ-, u̯oiḱo-",settlement
"u̯eip-, u̯eib-",to turn
"u̯eip-, u̯eib-",whip
"u̯eip-, u̯eib-",sway
"u̯eip-, u̯eib-",vibrate
1. u̯eis-,to grow
1. u̯eis-,sprout
2. u̯eis-,to bend
2. u̯eis-,turn
3. u̯eis-,to flow (away); ooze
3. u̯eis-,virus
3. u̯eis-,poison
"u̯ek-, u̯e-n-k-",to bend
u̯ək- : *u̯āk-,bent
u̯eḱ-,to want
u̯eḱ-,wish
u̯ekʷ-,to voice
u̯ekʷ-,speak
u̯ekʷ-,evoke
u̯ek-ti-,whit
u̯ek-ti-,thing
1. u̯el-,to see
"2. u̯el-, u̯lei-, u̯lē(i)-",to will
"2. u̯el-, u̯lei-, u̯lē(i)-",want
"2. u̯el-, u̯lei-, u̯lē(i)-",wish
"2. u̯el-, u̯lei-, u̯lē(i)-",choose
3. u̯el-,to crowd
3. u̯el-,press
3. u̯el-,push
"4. u̯el-, u̯elə-",wool
"4. u̯el-, u̯elə-",hair; grass
"4. u̯el-, u̯elə-",wold
"4. u̯el-, u̯elə-",forest
"5. u̯el-, u̯elə-",to deceive
6. u̯el-,warm
"7. u̯el-, u̯elə-, u̯lē-",to turn
"7. u̯el-, u̯elə-, u̯lē-",wind; round
"7. u̯el-, u̯elə-, u̯lē-",voluble
8. u̯el-,to steal; to wound
8. u̯el-,tear
8. u̯el-,avulse
1. u̯elk-,to pull
1. u̯elk-,drag
"2. u̯elk-, u̯elg-",wet
"2. u̯elk-, u̯elg-",damp
"u̯em-, u̯emə-",to spit
"u̯em-, u̯emə-",spew
"u̯em-, u̯emə-",wamble
"u̯em-, u̯emə-",vomit
"1. u̯en-, u̯enə-",to love
"1. u̯en-, u̯enə-",venerate
"1. u̯en-, u̯enə-",strive/wish for
1. u̯endʰ-,to turn
1. u̯endʰ-,wind
1. u̯endʰ-,wend
2. u̯endʰ-,to wane
2. u̯endʰ-,disappear
3. u̯endʰ-,hair
3. u̯endʰ-,beard
u̯e-n-g-,bent
u̯e-n-gʰ-,bent
1. *u̯ep- : u̯ō̆p- : up-,water
2. u̯ep-,to strew
2. u̯ep-,throw out
u̯ēp- : u̯əp-,to blow; to soar
"1. u̯er-, also su̯er-",to bind
"1. u̯er-, also su̯er-",attach; strive
2. u̯er-,highland
2. u̯er-,raised place; high
2. u̯er-,top
3. u̯er-,to bend
3. u̯er-,turn
3. u̯er-,wrap
"3a. u̯er-, u̯r̥mi-s, u̯r̥mo-s",worm
"3b. u̯er-, u̯er-b-, and u̯er-bʰ-",to bend
"3b. u̯er-, u̯er-b-, and u̯er-bʰ-",turn
"3b. u̯er-, u̯er-b-, and u̯er-bʰ-",warp
"3c. u̯er-, u̯(e)r-ed-",to sway
"3c. u̯er-, u̯(e)r-ed-",bend down
"3d. u̯er-, u̯er-g-",to turn
"3d. u̯er-, u̯er-g-",wrench
"3e. u̯er-, u̯er-ǵʰ-",to turn
"3e. u̯er-, u̯er-ǵʰ-",press
"3e. u̯er-, u̯er-ǵʰ-",wring
"3e. u̯er-, u̯er-ǵʰ-",strangle
"3f. u̯er-, u̯er-k-",to bend
"3f. u̯er-, u̯er-k-",turn
"3f. u̯er-, u̯er-k-",wind
"3g. u̯er-, u̯er-p-, u̯r-ep-",to turn
"3g. u̯er-, u̯er-p-, u̯r-ep-",wind
"3ʰ. u̯er-, u̯er-t-",to turn
"3ʰ. u̯er-, u̯er-t-",wind
"3ʰ. u̯er-, u̯er-t-",invert
"3i. u̯er-, u̯r-ei-",to clench the teeth; wroth
"3i. u̯er-, u̯r-ei-",confused
4. u̯er-,to find
4. u̯er-,take
5. u̯er-,to shut
5. u̯er-,close
5. u̯er-,cover; guard
5. u̯er-,warn
5. u̯er-,save
6. u̯er-,to speak
6. u̯er-,talk formally
7. u̯er-,to root
7. u̯er-,open
7. u̯er-,tear up
8. u̯er-,to notice
8. u̯er-,observe
8. u̯er-,attend
8. u̯er-,be aware
9. u̯er- : u̯<sub>e</sub>ru-s,wide
9. u̯er- : u̯<sub>e</sub>ru-s,broad
"11. u̯er-, u̯erə-",to show friendship; true
"11. u̯er-, u̯erə-",very
"11. u̯er-, u̯erə-",veracious
"11. u̯er-, u̯erə-",trustworthy
12. u̯er-,to burn
13. u̯er-,squirrel
13. u̯er-,weasel
13. u̯er-,etc.
"u̯(e)rād-, u̯<sub>e</sub>rəd-, u̯rəd-",root
"u̯(e)rād-, u̯<sub>e</sub>rəd-, u̯rəd-",branch
"u̯(e)rād-, u̯<sub>e</sub>rəd-, u̯rəd-",twig
"u̯erdʰ-, u̯redʰ-",to grow; high
"1. u̯erǵ-, u̯reǵ-",to (en)close
"1. u̯erǵ-, u̯reǵ-",shut off; pen
"2. u̯erǵ-, u̯reǵ-",to do
"2. u̯erǵ-, u̯reǵ-",work
"2. u̯erǵ-, u̯reǵ-",be effective
"3. u̯erǵ-, u̯orǵ-",to abound
"3. u̯erǵ-, u̯orǵ-",be very strong; to swarm
"3. u̯erǵ-, u̯orǵ-",swell
u̯er-(<sub>e</sub>)nā,alder
u̯er-(<sub>e</sub>)nā,poplar
u̯ers-,to drag along the ground
u̯<sub>e</sub>ren-,lamb
u̯<sub>e</sub>ren-,ram
u̯<sub>e</sub>ren-,sheep
1. u̯es-,to live
1. u̯es-,stay overnight
2. u̯es-,to feast
3. u̯es-,to ooze
3. u̯es-,dampen; wet
4. u̯es-,to stick
4. u̯es-,stab
4. u̯es-,pierce
5. u̯es-,to dress
5. u̯es-,clothe
5. u̯es-,wear
7. u̯es-,to turn
7. u̯es-,wind
7. u̯es-,wrap
8. u̯es-,to buy
8. u̯es-,sell
8. u̯es-,exchange
u̯es-no-,price
"u̯esperos, u̯ekeros",vesper
"u̯esperos, u̯ekeros",evening
u̯es-r̥,spring
u̯ē̆su-,good
u̯et-,year
1. u̯ī̆-,apart
1. u̯ī̆-,separate from
1. u̯ī̆-,in two; both
"2. u̯ī̆-, u̯oi-",(onomatopoeic root)
u̯idʰu-,tree
u̯idʰu-,wood
u̯ī-ḱm̥t-ī,twenty
"u̯inǵ-, and u̯eiǵ-, u̯iǵ-?",elm (tree)
u̯ī̆ro-s,man
u̯ī̆ro-s,warrior
"u̯i̯etʰ-, u̯itʰ-",to shake
"u̯lek-, u̯l̥k-",to light
"u̯lek-, u̯l̥k-",shine; fiery
u̯l̥kʷos,wolf
u̯l̥kʷos,lobo
"u̯l̥p-, lup-",(carnivorous animal
"u̯l̥p-, lup-",esp. fox
"u̯l̥p-, lup-",wolf
"u̯l̥p-, lup-",etc.)
u̯obʰsā,wasp
"u̯ogʷʰni-s, u̯ogʷʰnes-",plowshare
u̯okso-,wax
u̯ōro-,madness; dizziness
u̯ōro-,weariness
u̯ortoko-,quail
1. u̯rā̆ǵʰ- : u̯rəǵʰ-,spike
1. u̯rā̆ǵʰ- : u̯rəǵʰ-,thorn
2. u̯rāǵʰ- : u̯rəǵʰ-,to hit
2. u̯rāǵʰ- : u̯rəǵʰ-,push
"u̯reg-, and u̯erg-?",to drag
"u̯reg-, and u̯erg-?",push
"u̯reg-, and u̯erg-?",drive
"u̯reg-, and u̯erg-?",thrust
"u̯rēǵ-, u̯rōǵ-, u̯rəǵ-",to break
u̯ren-,to splash
u̯ren-,sprinkle
"u̯retʰ- : u̯rotʰ-, or u̯ratʰ-",to support
u̯rugʰi̯o-,rye
